run_key	lm	sentence_index	paper_id	speaker_id	start_sec	end_sec	source	reference	hypothesis	sentence_chrf	term_map_count	gold_term_count	gold_retrieved_count	source_supported_retrieved_count	noise_retrieved_count	noise_false_copied	term_map
tmv4_omit	4	280	2022.acl-long.110	NA	161.580	165.690	This process goes on until we receive the full user utterance.	Dieser Prozess geht weiter, bis wir die vollständige Benutzeräußerung erhalten.	Dieser Prozess geht weiter, bis wir die vollständige Benutzeräußerung erhalten.How	100.000	4	1	1	2	2		user->Benutzer@0.965; information->Informationen@0.888; utterances->Äußerungen@0.866; utterance->Äußerung@0.851
tmv4_omit	4	281	2022.acl-long.110	NA	167.132	171.481	How would this affect the execution timeline in the offline system?	Wie würde sich dies auf die Ausführungszeiten im Offline-System auswirken?	würde dies die Ausführungslaufzeit beeinflussen?Im Offline-Systemerhalten wir	89.189	4	1	1	1	3		user->Benutzer@0.878; utterances->Äußerungen@0.866; utterance->Äußerung@0.851; system->System@0.947
tmv4_omit	4	282	2022.acl-long.110	NA	171.663	176.375	We'll get the program graph at the end so that the system can start execution at this point.	Am Ende erhalten wir den Programm-Graphen, damit das System an dieser Stelle mit der Ausführung beginnen kann.	den Programmgraph am Ende, sodass das System an diesem Punkt mit der Ausführung beginnen kann.	78.182	3	2	2	2	1		system->System@0.947; graph->Graph@0.957; graphs->Graphen@0.866
tmv4_omit	4	283	2022.acl-long.110	NA	176.637	183.716	Remember that the great nodes are fast operations, so we only consider the execution timeline of the colored slow functions.	Vergessen Sie nicht, dass die großen Knoten schnelle Operationen sind. Daher betrachten wir nur die Ausführungszeiten der farbigen langsamen Funktionen.	Denken Sie daran, dass die grünen Knoten schnelle Operationen sind, sodass wir nur die Ausführungslaufzeit der farbigen langsamen Funktionen	84.868	4	1	1	1	3		graph->Graph@0.957; system->System@0.902; graphs->Graphen@0.866; nodes->Knoten@0.894
tmv4_omit	4	284	2022.acl-long.110	NA	184.379	194.838	First, these two find person functions can be executed in parallel, highlighted in white from the pink box as they have no dependency on other functions.	Erstens können diese beiden Personensuchfunktionen parallel ausgeführt werden, da sie keine Abhängigkeit von anderen Funktionen haben. Sie sind weiß hinterlegt im rosa Kästchen.	berücksichtigen. Zunächst können diese beiden Find-Person-Funktionen parallel ausgeführt werden, hervorgehoben in Weiß aus dem Pickbox, da sie keine Abhängigkeiten von anderen Funktionen haben.	93.785	3	2	2	2	1	dependencies->Abhängigkeiten@0.860	parallel->parallel@0.947; dependency->Abhängigkeit@0.960; dependencies->Abhängigkeiten@0.860
tmv4_omit	4	285	2022.acl-long.110	NA	195.160	205.738	Next, the node create event can then get executed after obtaining results from lower level nodes and then the top function yield so the whole program is finished.	Als Nächstes kann der Knoten „Ereignis erstellen“ ausgeführt werden, nachdem er Ergebnisse von Knoten bekommen hat. Mit der Top-Ertragsfunktion wird das gesamte Programm beendet.	Als Nächstes kann die Funktion „Event erstellen“ ausgeführt werden, nachdem die Ergebnisse aus den unteren Knoten erhalten wurden, und dann die obere Funktion „yield“ ausgeführt werden, sodass das gesamte Programm abgeschlossen	93.820	6	1	1	2	4		dependency->Abhängigkeit@0.960; dependencies->Abhängigkeiten@0.860; event->Ereignisses@0.923; nodes->Knoten@0.930; resources->Ressourcen@0.822; nouns->Substantive@0.796
tmv4_omit	4	286	2022.acl-long.110	NA	205.819	215.818	The execution process is strict, restricted to the program dependency structure where some operations cannot be parallelized which induces a noticeable delay.	Der Ausführungsprozess ist streng und beschränkt sich auf die Abhängigkeitsstruktur des Programms, bei der einige Operationen nicht parallelisiert werden können. Das führt zu einer spürbaren Verzögerung.	ist.Der Ausführungsprozess ist streng auf die Abhängigkeitsstruktur des Programms beschränkt, wobei einige Operationen nicht parallelisiert werden können, was zu einer spürbaren Verzögerung	91.133	4	1	1	2	2		dependency->Abhängigkeit@0.933; structure->Struktur@0.911; dependencies->Abhängigkeiten@0.881; parallel->parallel@0.799
tmv4_omit	4	287	2022.acl-long.110	NA	218.125	223.636	In our online system, where we predict as we go, the program execution can start earlier.	In unserem Online-System, wo wir im Laufe der Zeit vorhersagen, kann die Programmausführung früher beginnen.	führt.In unserem Online-System, bei dem wir während der Ausführung vorhersagen, kann die Ausführung des Programms früher beginnen.Hier,	95.370	3	2	2	2	1		system->System@0.967; Online->Online@0.932; predicate->Prädikat@0.792
tmv4_omit	4	288	2022.acl-long.110	NA	224.419	234.017	Here, at the prefix after Obama we predict confidently that the find person function should be in the program, but the rest may contain errors as they are grayed out.	Hier, beim Präfix nach Obama, sagen wir zuversichtlich voraus, dass die Funktion „Person finden“ im Programm sein muss, aber dass der Rest Fehler enthalten kann, da sie ausgegraut sind.	am Präfix nach Obama,vermuten wir mit Sicherheit, dass die Find-Person-Funktion im Programm enthalten sein sollte,aber der Rest könnte Fehler enthalten, da er grau hinterlegt ist.	83.243	0	0	0	0	0		
tmv4_omit	4	289	2022.acl-long.110	NA	234.821	238.731	The execution of the node can be immediately started as a step.	Die Ausführung des Knotens kann sofort als Schritt gestartet werden.	Die Ausführung des Knotens kann sofort beginnen , da er	75.000	5	0	0	0	5		nodes->Knoten@0.824; noun->Substantiv@0.819; tokens->Token@0.951; token->Token@0.822; prediction->Vorhersage@0.798
tmv4_omit	4	290	2022.acl-long.110	NA	239.733	245.960	Then, with more tokens, we predict a totally new graph, but part of it has already being executed.	Dann, mit mehr Token, prognostizieren wir einen völlig neuen Graphen, aber ein Teil davon wird bereits ausgeführt.	ausgeführt wird.Dann,mit mehr Token, prognostizieren wir einen völlig neuen Graphen,doch ein Teil davon wird bereits ausgeführt,	98.246	6	2	2	2	4		tokens->Token@0.951; token->Token@0.829; prediction->Vorhersage@0.798; graph->Graph@0.921; graphs->Graphen@0.833; nodes->Knoten@0.931
tmv4_omit	4	291	2022.acl-long.110	NA	245.982	250.314	So, we only need to consider the rest of the nodes that we are confident about as well.	Wir müssen also nur den Rest der Knoten betrachten, bei denen wir uns auch sicher sind.	sodass wir nur noch die restlichen Knoten berücksichtigen müssen, bei denen wir sicher sind , dass	91.954	1	1	1	1	0		nodes->Knoten@0.931
tmv4_omit	4	292	2022.acl-long.110	NA	250.615	254.058	Here, another find person can be executed in parallel.	Hier kann wieder „Finde Person“ parallel ausgeführt werden.	sie ebenfalls ausgeführt werden können.Hier kann eine weitere Find-Person-Funktion parallel ausgeführt werden.Wiederum	96.610	2	1	1	1	1		parallel->parallel@0.956; prediction->Vorhersage@0.839
tmv4_omit	4	293	2022.acl-long.110	NA	254.642	256.949	Again, we may have wrong predictions.	Auch hier könnten wir falsche Vorhersagen haben.	können wir falsche Vorhersagen treffen.	77.083	2	0	0	0	2		parallel->parallel@0.956; prediction->Vorhersage@0.839
tmv4_omit	4	294	2022.acl-long.110	NA	257.470	261.233	With more text, we have more ability to make it right.	Mit mehr Text steigt die Chance, dass wir richtig liegen.	Mit mehr Text haben wir mehr Möglichkeiten, es richtig zu	82.456	4	1	1	1	3		text->Text@0.947; texts->Text@0.929; prediction->Vorhersage@0.811; event->Ereignisses@0.949
tmv4_omit	4	295	2022.acl-long.110	NA	261.253	266.238	Such as the event time here where AM is also anticipated correctly.	Zum Beispiel bei der Zeit des Ereignisses, bei der AM auch richtig vorhergesehen wird.	machen. Wie zum Beispiel die Ereigniszeit hier, bei der A M ebenfalls korrekt vorhergesagt	87.209	1	1	1	1	0		event->Ereignisses@0.949
tmv4_omit	4	296	2022.acl-long.110	NA	266.800	271.652	Then, we can start executing the rest following the program dependency structure.	Dann können wir mit der Ausführung des Rests beginnen, indem wir der Abhängigkeitsstruktur des Programms folgen.	wurde.Dann können wir mit der Ausführung des Rest beginnen, gemäß der Abhängigkeitsstruktur des Programms. Durch	91.964	3	1	1	2	1		dependency->Abhängigkeit@0.930; structure->Struktur@0.905; dependencies->Abhängigkeiten@0.880
tmv4_omit	4	297	2022.acl-long.110	NA	272.333	278.040	By overlapping the execution timeline with the utterance timeline, we save a big amount of time.	Indem wir die Ausführungszeiten mit den Zeiten der Äußerungen überlappen, sparen wir viel Zeit ein.	Überlappung der Ausführungszeitleiste mit der Alternativenzeitleiste, sparen wir eine große Menge	80.808	3	1	0	0	3		dependency->Abhängigkeit@0.930; structure->Struktur@0.905; dependencies->Abhängigkeiten@0.880
tmv4_omit	4	298	2022.acl-long.110	NA	280.925	284.193	So we proposed the task of online semantic parsing.	Also haben wir die Aufgabe mit dem semantischen Online-Parsing vorgeschlagen.	an Zeit. Daher schlagen wir die Aufgabe des Online-Semantischen Parsings vor.	90.909	6	3	3	4	2		task->Aufgabe@0.953; parsing->Parsing@0.934; tasks->Aufgaben@0.901; propose->vorzuschlagen@0.837; Online->Online@0.830; Semantic Parsing->semantisches Parsing@0.798
tmv4_omit	4	299	2022.acl-long.110	NA	284.453	289.798	One underlying assumption is that the execution time dominates the model prediction time.	Eine zugrunde liegende Annahme ist, dass die Ausführungszeit die Vorhersagezeit des Modells dominiert.	Eine zugrunde liegende Annahme ist, dass die Ausführungszeit die Modellvorhersagezeit dominiert, sodass	96.078	5	2	2	2	3		parsing->Parsing@0.934; Semantic Parsing->semantisches Parsing@0.798; prediction->Vorhersage@0.906; model->Modell@0.852; Modeling->Modellierung@0.781
tmv4_omit	4	300	2022.acl-long.110	NA	289.839	293.050	So we could only gain time by predicting earlier.	Also konnten wir nur Zeit gewinnen, indem wir früher voraussagten.	wir nur durch frühere Vorhersagen Zeit gewinnen könnten.Eine	77.273	3	0	0	0	3	prediction->Vorhersage@0.965	prediction->Vorhersage@0.965; model->Modell@0.852; Modeling->Modellierung@0.781
tmv4_omit	4	301	2022.acl-long.110	NA	293.231	299.201	Another assumption is that as the prediction and execution happen in the background, that it is not visible to users.	Eine weitere Annahme ist, dass, wenn die Vorhersage und die Ausführung im Hintergrund stattfinden, sie für Benutzer nicht sichtbar sind.	weitere Annahme ist, dass Vorhersage und Ausführung im Hintergrund stattfinden und den Benutzern nicht sichtbar sind,	85.294	2	1	1	1	1		prediction->Vorhersage@0.974; user->Benutzer@0.901
tmv4_omit	4	302	2022.acl-long.110	NA	299.322	303.353	It is not necessary to maintain a consistent parsing history.	Es ist nicht notwendig, eine konsistente Parsing-Historie aufzubewahren.	es daher nicht notwendig ist, eine konsistente Parse-Historie aufrechtzuerhalten,	90.278	3	1	1	1	2		prediction->Vorhersage@0.974; user->Benutzer@0.901; parsing->Parsing@0.896
tmv4_omit	4	303	2022.acl-long.110	NA	303.493	306.096	So, we reparse from scratch after each token.	Also parsen wir nach jedem Token von Grund auf neu.	sodass wir nach jedem Token von neuem parsen können.	84.314	2	1	1	1	1		token->Token@0.968; tokens->Token@0.795
tmv4_omit	4	304	2022.acl-long.110	NA	306.539	309.766	In particular, we propose a two step approach.	Insbesondere wollen wir einen zweistufigen Ansatz vorschlagen.	Insbesondere schlagen wir einen zweistufigen Ansatz vor:	88.710	4	1	1	2	2		token->Token@0.968; tokens->Token@0.795; propose->vorzuschlagen@0.917; approach->Ansatz@0.908
tmv4_omit	4	305	2022.acl-long.110	NA	309.888	319.142	A proposed step that predicts a graph with complete structure and a select step that selects the nodes that are worth executing at this time.	Wir schlagen einen Schritt vor, bei dem ein Graph mit vollständiger Struktur vorhergesagt wird und einen Schritt, bei dem die Knoten ausgewählt werden, die es zu diesem Zeitpunkt wert sind, ausgeführt zu werden.	den Vorschlags-Schritt, der ein Graph mit vollständiger Struktur vorhersagt,und den Auswahl-Schritt,der die Knoten auswählt, die zu diesem Zeitpunkt ausgeführt werden sollten.	77.725	7	3	3	3	4		propose->vorzuschlagen@0.917; approach->Ansatz@0.908; graph->Graph@0.964; structure->Struktur@0.936; graphs->Graphen@0.859; nodes->Knoten@0.944; extracting->extrahieren@0.795
tmv4_omit	4	306	2022.acl-long.110	NA	321.145	323.792	We had two variants of the proposed method.	Wir hatten zwei Varianten der vorgeschlagenen Methode.	Wir haben zwei Varianten der vorgeschlagenen Methode erstellt.	100.000	9	1	1	1	8		approach->Ansatz@0.953; propose->vorzuschlagen@0.939; method->Methode@0.937; Language Model->Sprachmodell@0.907; masked language model->maskiertes Sprachmodell@0.802; methods->Methoden@0.788; language->Sprache@0.785; language models->Sprachmodelle@0.784; model->Modell@0.783
tmv4_omit	4	307	2022.acl-long.110	NA	323.792	329.177	First approach combines a language model completion with full utterance to graph parsing.	Der erste Ansatz kombiniert eine Sprachmodell-Vervollständigung mit einer vollständigen Äußerung zum Graph-Parsing.	Der erste Ansatz kombiniert eine Sprachmodell-Vervollständigung mit vollständigen Äußerungen zur Graph-Parsing.	96.522	14	5	5	7	7	utterances->Äußerungen@0.859	approach->Ansatz@0.953; propose->vorzuschlagen@0.939; method->Methode@0.937; Language Model->Sprachmodell@0.907; masked language model->maskiertes Sprachmodell@0.802; methods->Methoden@0.788; language->Sprache@0.785; language models->Sprachmodelle@0.784; model->Modell@0.783; parsing->Parsing@0.889; utterance->Äußerung@0.860; utterances->Äußerungen@0.859; graph->Graph@0.806; parser->Parser@0.804
tmv4_omit	4	308	2022.acl-long.110	NA	329.539	339.998	In particular, the prefix after Obama is first completed through a finetuned BART language model and then translated into a program with full offline parser.	Insbesondere wird das Präfix nach Obama zunächst durch ein fein abgestimmtes BART-Sprachmodell vervollständigt und dann in ein Programm mit vollständigem Offline-Parser übersetzt.	Insbesonderewirdder Präfix nach Obama zunächst durch eine feinabgestimmte BART-Sprachmodell-Vervollständigung vervollständigt,und dann in eine vollständige Offline-Parse-Programm übersetzt.Der	94.413	12	3	3	5	7		parsing->Parsing@0.889; utterance->Äußerung@0.860; utterances->Äußerungen@0.859; Language Model->Sprachmodell@0.885; graph->Graph@0.806; parser->Parser@0.962; BART->BART@0.912; model->Modell@0.854; language->Sprache@0.799; finetuning->Feinabstimmung@0.796; masked language model->maskiertes Sprachmodell@0.793; approach->Ansatz@0.943
tmv4_omit	4	309	2022.acl-long.110	NA	340.741	345.773	The second approach directly predicts the program from user utterance prefixes.	Der zweite Ansatz sagt das Programm direkt aus den Präfixen der Benutzeräußerung voraus.	zweite Ansatz prognostiziert das Programm direkt aus den Benutzer -Äußerungspräfixen.Dies	87.500	6	2	2	3	3		parser->Parser@0.962; approach->Ansatz@0.950; user->Benutzer@0.943; utterances->Äußerungen@0.801; utterance->Äußerung@0.796; Online->Online@0.846
tmv4_omit	4	310	2022.acl-long.110	NA	346.013	352.081	This is achieved by training a single online parser to translate to the goal graph from each prefix.	Dies wird durch Training von einem einzigen Online-Parser erreicht, der aus jedem Präfix in den Zielgraphen übersetzen soll.	wird durch das Training eines einzigen Online -Parsers erreicht, der von jedem Präfix zum Zielgraph übersetzt.Es ermöglicht	90.323	4	2	2	3	1		parser->Parser@0.960; Online->Online@0.846; graph->Graph@0.910; graphs->Graphen@0.835
tmv4_omit	4	311	2022.acl-long.110	NA	352.323	355.612	This facilitates the model to learn the right anticipation.	Dies erleichtert dem Modell, die richtige Erwartung zu erlernen.	dem Modell, die richtige Vorhersage zu lernen.	68.750	5	1	1	1	4		parser->Parser@0.960; graph->Graph@0.910; graphs->Graphen@0.835; model->Modell@0.868; learning->Lernen@0.821
tmv4_omit	4	312	2022.acl-long.110	NA	357.434	360.838	In a bit more detail, how do we generate these graphs?	Detaillierter gesagt: Wie können wir diese Graphen generieren?	Genauer gesagt, wie generieren wir diese Graphen?	72.581	3	1	1	1	2		graphs->Graphen@0.968; graph->Graph@0.896; generated->generiert@0.838
tmv4_omit	4	313	2022.acl-long.110	NA	360.939	364.932	We formulate the problem by generating a serial version of the graph.	Wir formulieren das Problem, indem wir eine serielle Version des Graphen generieren.	Wir formulieren das Problem, indem wir eine serielle Version des Graphen generieren,	98.810	6	2	2	3	3		graphs->Graphen@0.968; graph->Graph@0.966; generated->generiert@0.902; problem->Problem@0.961; generating->Generierung@0.919; noun->Substantiv@0.786
tmv4_omit	4	314	2022.acl-long.110	NA	365.013	368.577	Each node or edge is represented by an action.	Jeder Knoten oder jede Kante wird durch eine Aktion dargestellt.	wobei jeder Knoten oder jede Kante durch eine Aktion dargestellt wird.	98.438	3	0	0	0	3		graph->Graph@0.966; graphs->Graphen@0.866; noun->Substantiv@0.786
tmv4_omit	4	315	2022.acl-long.110	NA	369.120	371.367	Here, we start from the first node.	Hier beginnen wir mit dem ersten Knoten.	Hier beginnen wir mit dem ersten Knoten,	97.500	1	0	0	0	1		number->Reihe@0.957
tmv4_omit	4	316	2022.acl-long.110	NA	371.368	375.336	The number below records the absolute index in action history.	Die Reihe unten zeichnet den absoluten Index im Aktionsverlauf auf.	wobei die Nummer darunter den absoluten Index in der Aktionen-Historie angibt.	83.582	1	1	1	1	0		number->Reihe@0.957
tmv4_omit	4	317	2022.acl-long.110	NA	375.861	377.748	Then, we got the second node.	Dann haben wir den zweiten Knoten.	Dann fügen wir den zweiten Knoten	88.235	1	0	0	0	1		nodes->Knoten@0.807
tmv4_omit	4	318	2022.acl-long.110	NA	377.970	380.034	Next, is the edge between them.	Als Nächstes kommt die Kante zwischen ihnen.	hinzu.Danach folgt die Kante zwischen ihnen,	72.727	1	0	0	0	1		nodes->Knoten@0.807
tmv4_omit	4	319	2022.acl-long.110	NA	380.075	384.898	It contains the pointer to the index of the previous node and the edge label.	Dort ist der Zeiger auf den Index des früheren Knotens und das Kantenlabel enthalten.	die einen Zeiger auf den Index des früheren Knotens und die Kantenetikett enthält.Eine	84.706	3	1	1	1	2		nodes->Knoten@0.807; previous->früheren@0.871; labeled->markiert@0.805
tmv4_omit	4	320	2022.acl-long.110	NA	385.160	393.195	Zero here means connecting the most recent node with the node generated by the zeroth action and next node next edge.	Null bedeutet hier, dass der neueste Knoten mit dem Knoten verbunden wird, der durch die Null-Aktion und die Kante des nächsten Knotens generiert wurde.	Null hier bedeutet die Verbindung des neuesten Knotens mit dem Knoten, der durch die Null-Action erzeugt wurde,und der nächste Knoten, die nächste Kante,und	94.079	5	1	1	1	4		labeled->markiert@0.805; generated->generiert@0.908; noun->Substantiv@0.793; nodes->Knoten@0.791; generating->Generierung@0.782
tmv4_omit	4	321	2022.acl-long.110	NA	393.196	396.918	This process goes on until we generate the full graph.	Dieser Prozess geht weiter, bis wir den vollständigen Graph generieren.	so weiter, bis wir den vollständigen Graphen generiert	76.056	4	1	1	1	3	generated->generiert@0.833; graphs->Graphen@0.820	model->Modell@0.936; graph->Graph@0.897; generated->generiert@0.833; graphs->Graphen@0.820
tmv4_omit	4	322	2022.acl-long.110	NA	397.440	404.294	The underlying model is based on transformer with self pointing mechanism similar to a previous transition based parser.	Das zugrunde liegende Modell basiert auf dem Transformator mit Selbstausrichtungsmechanismus, ähnlich einem früheren übergangsbasierten Parser.	haben.Das zugrunde liegende Modell basiert auf dem Transformer mit Selbst-Verweisungsmechanismus,ähnlich einem früheren auf Transduktion	88.811	9	3	3	4	5	transformers->Transformer@0.870	model->Modell@0.936; graph->Graph@0.897; generated->generiert@0.833; graphs->Graphen@0.820; transformer->Transformer@0.974; previous->früheren@0.887; transformers->Transformer@0.870; transformer encoder->Transformer-Encoder@0.835; parser->Parser@0.960
tmv4_omit	4	323	2022.acl-long.110	NA	406.355	413.539	After generating a complete graph, we obtained the action level probabilities that correspond to different parts of the graph.	Nach Generierung eines vollständigen Graphen haben wir die Wahrscheinlichkeiten der Aktionsebene erhalten, die verschiedenen Teilen des Graphen entsprechen.	basierenden Parser.Nach der Generierung eines vollständigen Graphen erhalten wir die Aktionsebene -Wahrscheinlichkeiten, die verschiedenen Teilen des Graphen entsprechen.Wir	99.359	5	2	2	2	3	parser->Parser@0.960	parser->Parser@0.960; graph->Graph@0.962; generating->Generierung@0.938; generated->generiert@0.873; graphs->Graphen@0.855
tmv4_omit	4	324	2022.acl-long.110	NA	413.801	418.834	We select confidence subgraphs based on the thresholding heuristic to be executed.	Wir wählen Konfidenzteilgraphen auf der Grundlage der auszuführenden Schwellwerte heuristisch aus.	wählen aufgrund einer Schwellenwertheuristik vertrauenswürdige Teilgraphen aus, um sie auszuführen.Später	86.735	3	1	1	1	2		graph->Graph@0.962; graphs->Graphen@0.855; heuristic->heuristisch@0.918
tmv4_omit	4	325	2022.acl-long.110	NA	419.034	425.878	Later on, we're going to vary the threshold to achieve different tradeoffs between the latency reduction and the execution cost.	Später werden wir den Schwellenwert variieren, um unterschiedliche Kompromisse zwischen der Latenzreduzierung und den Ausführungskosten zu erzielen.	werden wir die Schwellenwerte variieren, um unterschiedliche Kompromisse zwischen Latenzreduzierung und Ausführungszeit zu erzielen.	87.162	1	0	0	0	1		heuristic->heuristisch@0.849
tmv4_omit	4	326	2022.acl-long.110	NA	427.743	434.778	For formal evaluation of the online methods, we propose final latency reduction or FLR metric.	Für die formale Evaluation der Online-Methoden wollen wir eine endgültige Latenzreduzierung oder FLR-Metrik vorschlagen.	Eine formale Bewertung der Online Methode, die wir vorgeschlagen haben, ist die endgültige Latenzreduktion, oder FLR ,	85.833	6	3	3	4	2		evaluation->evaluation@0.900; method->Methode@0.823; methods->Methoden@0.925; FLR->FLR@0.852; system->System@0.942; Online->Online@0.835
tmv4_omit	4	327	2022.acl-long.110	NA	435.080	439.511	Here's a recap of how an offline system finishes the execution timeline.	Hier ist eine Zusammenfassung, wie ein Offline-System die Ausführungszeiten beendet.	als Metrik.Hier ist eine Zusammenfassung, wie ein Offline-System den Ausführungszeitplan abgeschlossen	97.619	4	1	1	1	3		system->System@0.942; FLR->FLR@0.852; Online->Online@0.835; systems->Systemen@0.954
tmv4_omit	4	328	2022.acl-long.110	NA	440.173	445.738	In online systems, execution overlaps with the utterance timeline, so it ends earlier.	In Online-Systemen überschneidet sich die Ausführung mit den Zeiten der Äußerung. Sie endet also früher.	hat.In Online-Systemen, überlappt die Ausführung mit dem Zeitplan der Äußerungen, sodass sie früher endet.FLR	90.385	6	3	2	2	4	FLR->FLR@0.928; utterances->Äußerungen@0.827	systems->Systemen@0.954; system->System@0.920; Online->Online@0.817; utterances->Äußerungen@0.827; FLR->FLR@0.928; compared->im Vergleich zu@0.820
tmv4_omit	4	329	2022.acl-long.110	NA	446.240	452.735	FLR is defined as the reduction time compared to the offline system, marked by the end of the execution.	FLR ist als die Reduktionszeit im Vergleich zum Offline-System definiert und durch das Ende der Ausführung markiert.	ist definiert als die Reduktionszeit im Vergleich zum Offline-System, markiert durch das Ende der Ausführung.	93.103	3	3	3	3	0		FLR->FLR@0.928; compared->im Vergleich zu@0.820; system->System@0.961
tmv4_omit	4	330	2022.acl-long.110	NA	455.064	461.194	We conduct experiments on two large conversational semantic parsing datasets, SMCalFlow and TreeDST.	Wir führen Experimente an zwei großen Datensätzen von Konversationen mit semantischem Parsing durch: SMCalFlow und TreeDST.	Wir führen Experimente auf zwei großen Datensätzen für die semantische Analyse von Konversationen durch, SMCalFlow und TreeDST.Unser	94.309	8	5	4	4	4		dataset->Datensatz@0.943; conversational->Konversationen@0.900; datasets->Datensätzen@0.843; SMCalFlow->SMCalFlow@0.796; parser->Parser@0.960; graph->Graph@0.909; graphs->Graphen@0.835; TreeDST->TreeDST@0.789
tmv4_omit	4	331	2022.acl-long.110	NA	462.115	469.867	Our graph based parser when operating offline, achieves state-of-the-art performance on parsing on both datasets.	Unser auf dem Graphen basierte Parser erreicht, wenn er offline betrieben wird, beste Leistungen beim Parsing für beide Datensätze.	graphbasiertes Parser-System, wenn es offline betrieben wird,erreicht bei der Parsing-Aufgabe einen State-of-the-art-Leistungswert. Auf beiden Datensätzen. Das Online-Modell mit vollständiger	97.710	10	3	3	4	6	model->Modell@0.906; Online->Online@0.823	parser->Parser@0.960; graph->Graph@0.909; graphs->Graphen@0.835; TreeDST->TreeDST@0.789; parsing->Parsing@0.857; Online->Online@0.823; datasets->Datensätzen@0.967; model->Modell@0.906; dataset->Datensatz@0.903; data->Daten@0.833
tmv4_omit	4	332	2022.acl-long.110	NA	470.048	477.241	The LM complete model also achieves nontrivial BLEU gain compared with the simple baseline of node completion.	Das LM-Complete-Modell erzielt auch eine nicht triviale BLEU -Verstärkung im Vergleich zur einfachen Basislinie der Knotenvervollständigung.	Graphen-Generierung erzielt ebenfalls eine signifikante Verbesserung im Vergleich zur einfachen Baseline ohne Füllung.	72.857	6	3	1	1	5		datasets->Datensätzen@0.967; model->Modell@0.906; dataset->Datensatz@0.903; parsing->Parsing@0.857; data->Daten@0.833; baselines->Baselines@0.814
tmv4_omit	4	333	2022.acl-long.110	NA	479.665	484.274	Now, let's look at the prediction accuracy of our prefix to graph parser.	Schauen wir uns nun die Vorhersagegenauigkeit unseres Präfixes für den Graph-Parser an.	Schauen wir uns nun die Vorhersagegenauigkeit unseres Prefix-to-Graph -Parser an.Wir	89.655	5	3	3	3	2		baselines->Baselines@0.804; prediction->Vorhersage@0.942; graph->Graph@0.825; graphs->Graphen@0.795; parser->Parser@0.931
tmv4_omit	4	334	2022.acl-long.110	NA	484.435	497.134	We test the match F1 score of graph tuples between the generation and the go graph in validation data in y axis for each prefix length in x axis represented by percentages.	Wir testen den F1-Score der Graph-Tupel zwischen der Generierung und dem Go-Graph in den Validierungsdaten auf der y-Achse für jede Präfixlänge in der x-Achse, dargestellt durch Prozentsätze.	testen die Match-F1-Score der Graph-Topos zwischen Generierung und Zielgraph in den Validierungsdaten. Auf der y-Achse für jede Präfixlänge auf der x-Achse. Dargestellt als Prozentsätze.Jede	91.099	8	2	2	3	5		parser->Parser@0.931; generation->Generierung@0.963; data->Daten@0.935; graph->Graph@0.855; question generation->Fragengenerierung@0.811; evaluation->evaluation@0.800; graphs->Graphen@0.790; representations->Repräsentationen@0.799
tmv4_omit	4	335	2022.acl-long.110	NA	497.475	502.481	Each of these curves represents a different model with the only difference in training data.	Jede dieser Kurven stellt ein anderes Modell mit dem einzigen Unterschied in den Trainingsdaten dar.	dieser Kurven stellt ein anderes Modell dar, wobei sich nur die Trainingsdaten unterscheiden.Die	85.000	7	2	2	4	3		representations->Repräsentationen@0.799; training data->Trainingsdaten@0.962; data->Daten@0.957; model->Modell@0.927; training->Trainingssatz@0.906; dataset->Datensatz@0.789; pretraining->Vortraining@0.785
tmv4_omit	4	336	2022.acl-long.110	NA	502.582	510.997	The bottom curve is the offline parser, and we mix in prefix data in different lengths to transition the model to an online parser.	Die untere Kurve ist der Offline-Parser. Wir mischen Präfix- Daten in verschiedenen Längen hinein, um das Modell in einen Online-Parser zu überführen.	untere Kurve ist der Offline-Parser, und wir mischen Präfixdaten unterschiedlicher Länge, um das Modell zu einem Online-Parser zu überführen,	84.667	8	4	4	4	4		training data->Trainingsdaten@0.962; data->Daten@0.957; model->Modell@0.939; training->Trainingssatz@0.906; dataset->Datensatz@0.789; pretraining->Vortraining@0.785; parser->Parser@0.951; Online->Online@0.830
tmv4_omit	4	337	2022.acl-long.110	NA	511.139	521.489	For example, the legend prefix eighty percent plus means the model is trained with prefix data with prefix length larger than eighty percent of the full utterance length.	Zum Beispiel bedeutet das Legendenpräfix „80 Prozent plus“, dass das Modell mit Präfix-Daten trainiert wird, wobei die Präfixlänge größer als 80 Prozent der vollen Äußerungslänge ist.	zum Beispiel die Legende Präfix achtzig Prozent plus bedeutet, dass das Modell mit Präfixdaten trainiert wird, bei denen die Präfixlänge größer als achtzig Prozent der Gesamtlänge des vollständigen	90.164	3	3	2	2	1		parser->Parser@0.835; data->Daten@0.927; model->Modell@0.923
tmv4_omit	4	338	2022.acl-long.110	NA	521.770	524.475	The upper left corner is the desired area.	Die obere linke Ecke ist der gewünschte Bereich.	Eingangs ist.Die obere linke Ecke ist der Designbereich.Wie	89.583	0	0	0	0	0		
