sentence_index	paper_id	speaker_id	start_sec	end_sec	duration_sec	source	reference	newv9_hyp	tmv4_hyp	norag_hyp	newv9_chrf	tmv4_chrf	norag_chrf	tmv4_minus_newv9_chrf	norag_minus_newv9_chrf	newv9_words	tmv4_words	norag_words	ref_words	term_map_count	term_map	gold_terms	newv9_adopted	newv9_missed	tmv4_adopted	tmv4_missed	newv9_false_copy_from_term_map	newv9_term_tag_chunks_overlapping_sentence
335	2022.acl-long.110	NA	497.475	502.481	5.006	Each of these curves represents a different model with the only difference in training data.	Jede dieser Kurven stellt ein anderes Modell mit dem einzigen Unterschied in den Trainingsdaten dar.	Jede dieser Kurven stellt ein anderes Modell dar, wobei das Online-Modell sich nur durch die Trainingsdaten von den anderen unterscheidet.	Jede dieser Kurven stellt ein anderes Modell dar, wobei die Online -Daten der einzige Unterschied sind.	Jede dieser Kurven stellt ein anderes Modell dar, wobei die einzige Differenz in den Trainingsdaten liegt.	95.000	92.000	91.000	-3.000	-4.000	21	16	16	15	8	data->Daten; dataset->Datensatz; model->Modell; pretraining->Vortraining; representation->Representation; representations->Repräsentationen; training->Trainingssatz; training data->Trainingsdaten	model->Modell; training data->Trainingsdaten	model->Modell; training data->Trainingsdaten		model->Modell	training data->Trainingsdaten		4
336	2022.acl-long.110	NA	502.582	510.997	8.415	The bottom curve is the offline parser, and we mix in prefix data in different lengths to transition the model to an online parser.	Die untere Kurve ist der Offline-Parser. Wir mischen Präfix- Daten in verschiedenen Längen hinein, um das Modell in einen Online-Parser zu überführen.	Die unterste Kurve ist der Offline-Parser, und wir mischen Daten mit unterschiedlicher Länge, um das Modell zu einem Online-Parser zu schärfen	Die unterste Kurve ist der Offline -Parser, und wir mischen Präfixdaten in unterschiedlichen Längen, um das Modell zu einem Online -Parser zu schärfen.Bei	Die unterste Kurve ist der Offline-Parser, und wir mischen Präfix -Daten in verschiedenen Längen, um das Modell zu einem Online-Parser zu schärfen	83.333	90.000	89.333	6.667	6.000	23	24	24	24	9	data->Daten; dataset->Datensatz; model->Modell; online->Online; parser->Parser; parsing->Parsing; pretraining->Vortraining; training->Trainingssatz; training data->Trainingsdaten	data->Daten; model->Modell; Online->Online; parser->Parser	data->Daten; model->Modell; Online->Online; parser->Parser		model->Modell; Online->Online; parser->Parser	data->Daten		7
337	2022.acl-long.110	NA	511.139	521.489	10.350	For example, the legend prefix eighty percent plus means the model is trained with prefix data with prefix length larger than eighty percent of the full utterance length.	Zum Beispiel bedeutet das Legendenpräfix „80 Prozent plus“, dass das Modell mit Präfix-Daten trainiert wird, wobei die Präfixlänge größer als 80 Prozent der vollen Äußerungslänge ist.	.Zum Beispiel, die Länge des Präfixes von achtzig Prozent und mehr bedeutet, dass das Modell mit Präfix-Daten trainiert wird, deren Präfixlänge größer als achtzig Prozent der Gesamtlänge der vollständigen Antwort ist.	den längsten Präfixen von achtzig Prozent und mehr wird das Modell mit Präfixdaten trainiert, bei denen die Präfixlänge größer als achtzig Prozent der Gesamtlänge des vollständigen	. Beispielsweise bedeutet die Lichtstrahlpräfixe 80 Prozent und mehr, dass das Modell mit Präfix-Daten trainiert wird, deren Präfixlänge größer als 80 Prozent der Gesamtlänge der vollständigen	92.350	84.153	93.443	-8.197	1.093	32	26	26	27	2	data->Daten; model->Modell	data->Daten; model->Modell; utterance->Äußerung	data->Daten; model->Modell	utterance->Äußerung	model->Modell	data->Daten; utterance->Äußerung		1
338	2022.acl-long.110	NA	521.770	524.475	2.705	The upper left corner is the desired area.	Die obere linke Ecke ist der gewünschte Bereich.	Die obere linke Ecke zeigt einen Designfehler an.Wie	Artikels beträgt.Die obere linke Ecke ist ein Designfehler ,	Eingabe ist.Die obere linke Ecke ist ein Designfehler ,	79.167	85.417	83.333	6.250	4.167	9	9	9	8	0								0
339	2022.acl-long.110	NA	524.715	530.839	6.124	As we can see, the offline parser in black curve is not doing well on the prefix data.	Wie wir sehen können, funktioniert der Offline-Parser in der schwarzen Kurve der Präfix-Daten nicht gut.	wir sehen können, erreicht der Offline-Parser in der schwarzen Kurve bei kurzen Präfix-Daten keine gute	wie wir sehen können. Der Offline-Parser in der schwarzen Kurve schneidet bei den Präfixdaten nicht gut	wie wir sehen können , der Offline-Parser in der schwarzen Kurve schneidet bei den Präfix-Daten nicht gut	91.346	90.385	91.346	-0.962	0.000	17	17	18	17	3	data->Daten; dataset->Datensatz; parser->Parser	data->Daten; parser->Parser	data->Daten; parser->Parser		parser->Parser	data->Daten		1
340	2022.acl-long.110	NA	530.960	539.787	8.827	As we're mixing more prefixes in training, the curve is lifting upper and left, performing better on all the prefix lengths.	Da wir im Training mehr Präfixe mischen, hebt sich die Kurve nach oben und links und schneidet bei allen Präfixlängen besser ab.	Leistung, da er mehr Präfixe im Trainingssatz mischt, wodurch die Kurve nach oben und links verschoben wird und bei allen Präfixlängen besser abschneidet	ab, da er mehr Präfixe im Training mischt, wodurch die Kurve nach oben und links verschoben wird. Besser abschneidet auf allen Präfixlängen.Allerdings wird die	ab, da mehr Präfixe im Training eingebunden werden, wird die Kurve nach oben und links verschoben. Besser abschneidend bei allen Präfixlängen .Allerdings wird	98.438	98.438	94.531	0.000	-3.906	23	25	23	22	5	data->Daten; dataset->Datensatz; pre-training->Vortrainings; pretraining->Vortraining; training->Trainingssatz							1
341	2022.acl-long.110	NA	539.888	545.454	5.566	However, the full utterance parsing performance is not affected in the upper right dot.	Die volle Leistung des Äußerung-Parsings wird jedoch im oberen rechten Punkt nicht beeinflusst.	.Allerdings wird die Parsing-Leistung der vollständigen Antwort in der oberen rechten Ecke nicht beeinflusst.	Parsing-Leistung für vollständige Artikel in der rechten oberen Ecke nicht beeinträchtigt.	die Leistung beim Parsing vollständiger Eingaben nicht beeinflusst in der oberen rechten Ecke . Aufgrund	89.474	80.000	88.421	-9.474	-1.053	15	12	14	14	2	parser->Parser; parsing->Parsing	parsing->Parsing; utterance->Äußerung	parsing->Parsing	utterance->Äußerung	parsing->Parsing	utterance->Äußerung		1
342	2022.acl-long.110	NA	547.405	550.914	3.509	Based on these strong results, how much latency do we reduce?	Basierend auf diesen starken Ergebnissen, stellt sich die Frage, wie viel Latenz reduziert wird.	Aufgrund dieser starken Ergebnisse, wie viel Latenz haben wir	Aufgrund dieser starken Ergebnisse, wie viel Latenz haben wir	dieser starken Ergebnisse, wie viel Latenz reduzieren wir?	61.458	61.458	59.375	0.000	-2.083	9	9	8	14	0								0
343	2022.acl-long.110	NA	551.054	556.661	5.607	We measure the time by the number of source tokens and simulate different function execution times.	Wir messen die Zeit anhand der Reihe von Quelltoken und simulieren verschiedene Funktionsausführungszeiten.	reduziert? Messen wir die Zeit anhand der Anzahl der Quell-Token und simulieren unterschiedliche Ausführungszeiten von Funktionen.	reduziert? Messen wir die Zeit anhand der Anzahl der Quell-Token,und simulieren verschiedene Ausführungszeiten	Messen wir die Zeit anhand der Anzahl der Quell-Token,und simulieren verschiedene Ausführungszeiten von Funktionen.	95.327	86.916	94.393	-8.411	-0.935	17	15	16	13	4	number->Reihe; source->Quelle; token->Token; tokens->Token	number->Reihe		number->Reihe		number->Reihe	token->Token	0
344	2022.acl-long.110	NA	556.862	565.828	8.966	The curves show the tradeoff between the FLR metric and the execution cost, measured by the number of excessive function costs that are not correct.	Die Kurven zeigen den Kompromiss zwischen der FLR-Metrik und den Ausführungskosten, gemessen an der Reihe übermäßiger Funktionskosten, die nicht korrekt sind.	Die Kurven zeigen den Kompromiss zwischen dem FLR-Token und der Ausführungszeit , gemessen an der Reihe überflüssiger Funktionsaufrufe, die nicht korrekt sind.	von Funktionen, zeigen die Kurven den Kompromiss zwischen der F1-R-Metrik und den Ausführungs kosten , gemessen an der Anzahl der überflüssigen Funktionsaufrufe, die nicht korrekt sind.	Die Kurven zeigen den Kompromiss zwischen dem FLR-Parameter und den Ausführungs kosten , gemessen an der Anzahl überflüssiger Funktionsaufrufe, die nicht korrekt sind.	93.671	96.203	93.038	2.532	-0.633	22	27	23	22	1	number->Reihe	FLR->FLR; number->Reihe	FLR->FLR; number->Reihe			FLR->FLR; number->Reihe		2
345	2022.acl-long.110	NA	566.089	569.475	3.386	This is achieved by varying the subgraph selection threshold.	Dies wird durch Variation der Teilgraphenauswahlschwelle erreicht.	Dies wird erreicht, indem die Auswahlgrenze für	Dies wird erreicht, indem die Auswahlgrenze für	Dies wird erreicht, indem die Schwellenwert für	62.121	62.121	63.636	0.000	1.515	7	7	7	7	0								0
346	2022.acl-long.110	NA	569.617	579.478	9.861	A higher threshold selects fewer functions of mistake, but obtains a smaller FLR, whereas the lower threshold more aggressively selects and executes programs.	Eine höhere Schwelle wählt weniger Fehlfunktionen aus, erhält aber eine kleinere FLR, während die niedrigere Schwelle aggressiver Programme auswählt und ausführt.	Untergraphen variiert wird,eine höhere Grenze wählt weniger Funktionen aus und macht weniger Fehler,erzielt aber eine geringere FLR. Eine niedrigere Grenze wählt dagegen aggressiver aus und führt Programme aus.	Untergraphen variiert wird,eine höhere Grenze wählt weniger Funktionen aus und verpasst,aber erreicht eine geringere FLR,während die niedrigere Grenze aggressiver auswählt und Programme ausführt.	die Subgraph-Auswahl variiert wird. Ein höherer Schwellenwert wählt weniger Funktionen aus und macht weniger Fehler,erzielt aber eine geringere FLR-Werte,während ein niedrigerer Schwellenwert aggressiver auswählt und Programme	90.741	89.506	96.914	-1.235	6.173	30	26	30	21	1	flr->FLR	FLR->FLR	FLR->FLR		FLR->FLR			1
347	2022.acl-long.110	NA	579.619	587.617	7.998	We compare the two approaches we propose and a baseline that does nothing but directly applying the offline parser for online use.	Wir vergleichen die beiden Ansätze, die wir vorschlagen, mit einer Baseline, die nichts anderes tut, als den Offline-Parser für den Online-Einsatz anzuwenden.	Wir vergleichen die beiden Ansätze, die wir vorgeschlagen haben, mit einem Baseline, das nichts anderes tut, als den Offline-Parser direkt für die Online- Verwendung anzuwenden.	Wir vergleichen die beiden von uns vorgeschlagenen Ansätze mit einem Baseline, der nichts anderes tut, als den Offline-Parser direkt für den Online -Einsatz	ausführt, wir vergleichen die beiden Ansätze, die wir vorgeschlagen haben,mit einem Baseline, der nichts anderes tut, als den Offline-Parser direkt für die Online -Nutzung	98.734	93.671	95.570	-5.063	-3.165	26	24	26	24	5	approach->Ansatz; baselines->Baselines; online->Online; parser->Parser; propose->vorzuschlagen	Online->Online; parser->Parser	Online->Online; parser->Parser		Online->Online; parser->Parser			2
348	2022.acl-long.110	NA	587.959	593.152	5.193	The upper left region is has the best FLR and cost tradeoff.	Der obere linke Bereich hat den besten FLR und Kostenvorteil.	Der Bereich oben links hat die beste FLR-Token- und Kostenkompromiss.	zu verwenden.Die obere linke Region zeigt die besten Ergebnisse hinsichtlich FLR und Kosten.	zu verwenden.Die obere linke Region zeigt die besten Ergebnisse hinsichtlich FLR und Kosten-Nutzung.	90.164	95.082	95.082	4.918	4.918	11	14	15	10	1	flr->FLR	FLR->FLR	FLR->FLR		FLR->FLR			2
349	2022.acl-long.110	NA	593.413	599.961	6.548	We see both of our methods beat the baseline by a large margin, and they perform more similarly on TreeDST.	Wir sehen, dass beide unserer Methoden die Baseline um eine große Differenz übertreffen und sie bei TreeDST ähnlicher abschneiden.	Wir sehen, dass beide unsere Methoden den Baseline um einen gro ßen Abstand schlagen und auf TreeDST ähnlicher abschneiden.	Wir sehen, dass beide Methoden die Baseline deutlich übertreffen. Und sie verhalten sich auf TreeDST ähnlicher.	Wir sehen, dass unsere beiden Methoden den Baseline deutlich übertreffen. Und sie verhalten sich auf ChatGPT ähnlicher.	83.846	76.923	78.462	-6.923	-5.385	19	16	17	19	4	baselines->Baselines; method->Methode; methods->Methoden; treedst->TreeDST	methods->Methoden; TreeDST->TreeDST	methods->Methoden; TreeDST->TreeDST		methods->Methoden; TreeDST->TreeDST			1
350	2022.acl-long.110	NA	602.084	609.805	7.721	While individual function execution is faster, there tends to be more run executions and lower latency reduction room.	Während die Ausführung einzelner Funktionen schneller ist, gibt es tendenziell mehr Ausführungsvorgänge und weniger Raum für die Latenzreduzierung.	Während die Ausführung einzelner Funktionen schneller ist, kommt es tendenziell zu mehr fehlerhafter Ausführungen und geringerer Latenzreduktion. Während die	Während die Ausführung einzelner Funktionen schneller ist, kommt es tendenziell zu mehr Laufzeit ausführungen und geringerer Latenzreduzierung.	Während die Ausführung einzelner Funktionen schneller ist, neigt es dazu, dass es mehr falsch ausgeführte Funktionen und geringere Latenzreduktion gibt.	92.517	91.156	91.156	-1.361	-1.361	19	17	20	18	1	treedst->TreeDST							0
351	2022.acl-long.110	NA	610.587	616.416	5.829	When individual function execution is slower, there is more room for FLR improvement.	Wenn die Ausführung einzelner Funktionen langsamer ist, gibt es mehr Möglichkeiten für FLR-Verbesserungen.	Ausführung einzelner Funktionen langsamer ist,gibt es mehr Raum für FLR-Verbesserung	Während die Ausführung einzelner Funktionen langsamer ist,gibt es mehr Spielraum für FLR-Verbesserung	Während die Ausführung einzelner Funktionen langsamer ist, gibt es mehr Raum für eine	75.472	86.792	76.415	11.321	0.943	12	14	13	14	2	approach->Ansatz; flr->FLR	FLR->FLR	FLR->FLR		FLR->FLR			1
352	2022.acl-long.110	NA	616.618	621.772	5.154	Our two approaches achieve better performance in different cost cost regions.	Unsere beiden Ansätze erreichen eine bessere Leistung in verschiedenen Kostenbereichen.	.Unsere beiden Ansätze erreichen in unterschiedlichen Kostenbereichen eine bessere Leistung.	.Unsere beiden Ansätze erzielen in unterschiedlichen Kostenregionen bessere Ergebnisse.	Verbesserung der FLR .Unsere beiden Ansätze erzielen bessere Ergebnisse in verschiedenen Kostenregionen.	97.701	90.805	93.103	-6.897	-4.598	10	9	12	10	1	approach->Ansatz							0
353	2022.acl-long.110	NA	622.193	631.383	9.190	Overall, we achieve thirty to sixty three percent relative latency reduction depending on execution time and allowed cost.	Insgesamt erreichen wir je nach Ausführungszeit und zulässigen Kosten eine Reduzierung der relativen Latenz um 63 bis 60 Prozent.	Insgesamt erreichen wir dreißig bis sechzig drei Prozent relative Latenzreduktion , abhängig von der Ausführungszeit und dem zulässigen Kosten.	Insgesamt erreichen wir dreißig bis sechzig drei Prozent Relativlatenzreduktion , abhängig von der Ausf ührungszeit und den zugelassenen Kosten.	Insgesamt erreichen wir eine Reduktion von dreißig bis dreiundsechzig Prozent. Abhängig von der Ausführungszeit.	93.023	93.023	74.419	0.000	-18.605	18	18	14	19	0								0
354	2022.acl-long.110	NA	634.028	643.931	9.903	Finally, we have a breakdown of average latency reduction in tokens for each type of the function node when the allowed cost is three run executions.	Schließlich haben wir eine Aufschlüsselung der durchschnittlichen Latenzreduktion in Token für jeden Typ des Funktionsknotens, wenn die zulässigen Kosten drei Ausführungsvorgänge betragen.	Schließlich haben wir eine Aufschlüsselung der durchschnittlichen Latenzreduktion in Token für jede Art von Funktionsknoten bei einem zulässigen Kosten von drei fehlerhaften Ausführungen.Wie	Schließlich haben wir eine Aufschlüsselung der durchschnittlichen Latenzreduktion in Token für jede Funktion. Wenn die zugelassenen Kosten drei Laufzeitausführungen betragen,	Schließlich haben wir eine Aufschlüsselung der durchschnittlichen Latenzreduktion in Tokens für jede Art von Funktionsknoten,wenn die zugelassene Kosten drei falsche Ausführungen betragen.	92.553	87.766	94.681	-4.787	2.128	24	20	23	22	3	noun->Substantiv; token->Token; tokens->Token	tokens->Token	tokens->Token		tokens->Token			1
355	2022.acl-long.110	NA	644.232	647.396	3.164	As we can see, there are gains all over the board.	Wie wir sehen können, gibt es in jedem Bereich positive Ergebnisse.	wir sehen können, gibt es Gewinne in allen Bereichen.Es	wie wir sehen können, gibt es überall Gewinne.Es	Wie wir sehen können, gibt es Gewinne überall auf dem Board.Es	70.149	61.194	76.119	-8.955	5.970	10	9	12	11	0								0
356	2022.acl-long.110	NA	647.558	657.438	9.880	There are also some functions on which we gain impressive latency reduction where the red bar is much longer, such as find manager and recipient.	Es gibt auch einige Funktionen, bei denen wir eine beeindruckende Latenzreduzierung erzielen und der rote Balken viel länger ist, wie z. B. Find Manager und Empfänger.	gibt auch einige Funktionen, bei denen wir gewinnen. Beeindruckende Latenzreduktion , bei denen die rote Balken viel langer sind,sowie FindManager und Recipient.Diese	gibt auch einige Funktionen, bei denen wir beeindruckende Latenzreduktion erzielen, bei denen der rote Balken viel länger ist, wie bei findManager und recipient.Diese	gibt auch einige Funktionen, bei denen wir eine beeindruckende Latenzreduktion erzielen , bei denen die rote Balken viel länger ist, wie zum Beispiel Find Manager und Recipient.Diese	86.826	89.222	91.617	2.395	4.790	23	24	27	26	0								0
357	2022.acl-long.110	NA	657.579	662.449	4.870	These are low level functions that do not have much dependency on others.	Dies sind Low-Level-Funktionen, die keine große Abhängigkeit von anderen haben.	sind niedrige Funktionen, die nur geringe Abhängigkeiten von anderen Funktionen haben.	sind niedrige Funktionen, die keine große Abhängigkeit von anderen Funktionen	sind niedrige Funktionen, die nur geringe Abhängigkeiten von anderen Funktionen haben.	86.076	82.278	86.076	-3.797	0.000	11	10	11	12	2	dependencies->Abhängigkeiten; dependency->Abhängigkeit	dependency->Abhängigkeit	dependency->Abhängigkeit		dependency->Abhängigkeit		dependencies->Abhängigkeiten	1
358	2022.acl-long.110	NA	664.864	672.366	7.502	In conclusion, we proposed online semantic parsing as new task to explore with the rigorous latency reduction metric.	Abschließend haben wir das semantische Online-Parsing als neue Aufgabe vorgeschlagen, das wir mit der strengen Latenzreduktionsmetrik untersuchen.	Zusammenfassend schlagen wir ein Online-Symmetrie-Parsing als neue Aufgabe vor, um die strikte Latenzreduktion zu erforschen ,	haben . Zusammenfassend haben wir eine Online-Symmetrische Parsing-Aufgabe vorgeschlagen, um mit dem strengen Latenzreduktionsmaß und	Zusammenfassend haben wir eine Online-Symmetrieanalyse vorgeschlagen , um die strenge Latenzreduktion zu untersuchen ,unterstützt durch eine starke	78.082	84.247	86.986	6.164	8.904	17	16	17	18	6	online->Online; parser->Parser; parsing->Parsing; propose->vorzuschlagen; task->Aufgabe; tasks->Aufgaben	Online->Online; parsing->Parsing; task->Aufgabe	Online->Online; parsing->Parsing; task->Aufgabe		Online->Online; parsing->Parsing; task->Aufgabe			3
359	2022.acl-long.110	NA	672.607	685.056	12.449	With a strong graph based semantic parser, we achieve relatively good latency reduction either through our pipeline approach with LM completion and a full parser or directly through a learned parser on the prefixes.	Mit einem starken graph-basierten, semantischen Parser erreichen wir eine relativ gute Latenzreduktion, entweder durch unseren Pipeline-Ansatz mit LM-Abschluss und einem vollständigen Parser, oder direkt durch einen gelernten Parser mit Fokus auf die Präfixe.	wobei die starke Graph-basierte Symmetrie-Parser eine relativ gute Latenzreduktion erreicht. Entweder durch einen Pipeline-Ansatz mit ELA und Abschluss oder durch eine vollst ändige Parser oder direkt durch ein gelerntes Parser auf den Präfixen.	dem starken Graph -basierten semantischen Parser relativ gute Latenzreduktion zu erreichen. Entweder durch einen Pipelinenansatz mit LLM-Vervollständigung und einem vollständigen Parser oder direkt durch ein Lernparser auf den Präfixen.	graphbasierte semantische Analyse,erreichen wir eine relativ gute Latenzreduktion. Entweder durch einen Pipelinenansatz mit ALA und Abschluss sowie eine vollst ändige Parser- oder direkt durch ein gelerntes Parser-Modell auf den Präfixen.	89.575	85.714	87.645	-3.861	-1.931	36	30	32	36	3	approach->Ansatz; learning->Lernen; parser->Parser	approach->Ansatz; parser->Parser	approach->Ansatz; parser->Parser		parser->Parser	approach->Ansatz		3
360	2022.acl-long.110	NA	685.318	693.997	8.679	Moreover, our approach can be a general framework and can be applied to other executable semantic representations in different domains.	Darüber hinaus kann unser Ansatz ein allgemeiner Rahmen sein und auf andere ausführbare semantische Darstellungen in verschiedenen Domänen angewendet werden.	Darüber hinaus kann unser Ansatz ein allgemeiner Rahmen sein und auf andere ausführbare Semantic-Repräsentationen in verschiedenen Domänen angewendet werden.	Außerdem kann unser Ansatz als allgemeiner Rahmen und kann auf andere ausf ührbare semantische Repräsentationen in verschiedenen Domänen angewendet werden.	Darüber hinaus kann unser Ansatz ein allgemeiner Rahmen sein und auf andere ausführbare semantische Darstellungen in verschiedenen Domänen angewendet werden.Zukünftige	94.268	92.357	100.000	-1.911	5.732	20	20	21	20	6	approach->Ansatz; domain->Domäne; domains->Domänen; parser->Parser; representations->Repräsentationen; semantic->Semantic	approach->Ansatz; domains->Domänen	approach->Ansatz; domains->Domänen		approach->Ansatz; domains->Domänen			3
361	2022.acl-long.110	NA	694.179	699.032	4.853	Future works could explore smarter prediction and execution integration method.	Zukünftige Arbeiten könnten eine intelligentere Vorhersage und die Methode der Ausführungsintegration erforschen.	Zukünftige Arbeiten könnten intelligenterere Vorhersage- und Ausf ührungsintegrationen untersuchen.Vielen Dank für	Zukünftige Arbeiten könnten intelligenteres Vorhersagen und Ausführungsintegration untersuchen.Vielen Dank für Ihre	Arbeiten könnten eine intelligenter ere Methode zur Vorhersage und Ausführungsintegration erforschen .Vielen Dank für	90.265	90.265	94.690	0.000	4.425	12	12	14	12	5	domain->Domäne; domains->Domänen; method->Methode; methods->Methoden; prediction->Vorhersage	method->Methode; prediction->Vorhersage	prediction->Vorhersage	method->Methode	prediction->Vorhersage	method->Methode		1
362	2022.acl-long.110	NA	699.374	700.516	1.142	Thanks for your listening.	Danke fürs Zuhören.	Ihre Aufmerksamkeit.	Aufmerksamkeit.	Ihre Aufmerksamkeit.	63.158	47.368	63.158	-15.789	0.000	2	1	2	3	1	method->Methode							0
363	2022.acl-long.117	NA	0.482	0.922	0.440	Hi.	Hi.	Hallo.	Hallo.	Hallo.	66.667	66.667	66.667	0.000	0.000	1	1	1	1	0								0
364	2022.acl-long.117	NA	0.923	6.155	5.232	I'm going to discuss our work on generating retrieval augmented counterfactuals for question answering tasks.	Ich werde nun unsere Arbeit am generierenden Retrieval und den erweiterten Kontrafakten für Aufgaben der Fragenbeantwortung vorstellen.	Ich werde meine Arbeit zur Generierung von Retrieval-erweiterten kontrafaktischen Aussagen für die Fragenbeantwortung vorstellen.Diese	Ich möchte meine Arbeit zur Generierung von Retrieval -erweiterten kontrafaktischen Daten für die Aufgabe der Fragenbeantwortung erörtern .	Ich möchte meine Arbeit zur Generierung von retrieval-augmentierten Kontrafakten für Frage-Antwort-Aufgaben vorstellen.Dies wird	87.407	88.889	81.481	1.481	-5.926	16	17	17	17	11	answer->beantwortet; augmented->erweiterten; counterfactual->kontrafaktisch; generated->generiert; generating->Generierung; question->Frage; question answering->Fragenbeantwortung; questions->Fragen; retrieval->Retrieval; task->Aufgabe; tasks->Aufgaben	augmented->erweiterten; question->Frage; question answering->Fragenbeantwortung; retrieval->Retrieval; tasks->Aufgaben	augmented->erweiterten; question->Frage; question answering->Fragenbeantwortung; retrieval->Retrieval	tasks->Aufgaben	augmented->erweiterten; question->Frage; question answering->Fragenbeantwortung; retrieval->Retrieval	tasks->Aufgaben	counterfactual->kontrafaktisch	5
365	2022.acl-long.117	NA	6.656	11.984	5.328	This is work done during my internship at Google Research, where I was mentored by Matthew Lamm and Ian Tenney.	Dies ist die Arbeit, die ich während meines Praktikums bei Google Research gemacht habe, wo ich von Matthew Lamm und Ian Tenney betreut wurde.	Arbeit wurde während meines Praktikums bei GOOGLE RESEARCH durchgeführt, bei dem ich von Matthew Lam und Yen Denny betreut wurde.	Dies wurde während meines Praktikums bei GOOGLE RESEARCH geleistet, wo ich von Matthew Lam und Yen Denny betreut wurde.Um	während meines Praktikums bei GOOGLE RESEARCH geleistet, wobei ich von Matthew Lamb und Ian Hendry betreut wurde.	76.761	73.944	71.127	-2.817	-5.634	20	20	17	24	4	question answering->Fragenbeantwortung; research->Forschung; task->Aufgabe; tasks->Aufgaben							1
366	2022.acl-long.117	NA	13.267	16.873	3.606	To motivate the task, let me begin by defining a counterfactual.	Um die Aufgabe vorzustellen, möchte ich damit beginnen, das Wort kontrafaktisch zu definieren.	Um die Aufgabe zu motivieren, möchte ich zunächst eine kontrafaktische Aussage definieren.	die Aufgabe zu motivieren, beginne ich mit der Definition eines kontrafaktischen Szenarios.	Um die Aufgabe zu motivieren, beginne ich mit der Definition eines Kontrafakts.	86.170	84.043	78.723	-2.128	-7.447	12	12	12	13	3	counterfactual->kontrafaktisch; task->Aufgabe; tasks->Aufgaben	counterfactual->kontrafaktisch; task->Aufgabe	counterfactual->kontrafaktisch; task->Aufgabe		counterfactual->kontrafaktisch; task->Aufgabe			2
367	2022.acl-long.117	NA	16.893	25.075	8.182	In this work, we define a counterfactual as a perturbation of the input text that differs in some meaningful controlled way from the original text.	In dieser Arbeit definieren wir kontrafaktisch als eine Störung des eingegebenen Textes, der sich in irgendeiner bedeutungsvollen kontrollierten Weise vom ursprünglichen Text unterscheidet.	In dieser Arbeit definieren wir eine kontrafaktisch als eine Veränderung der Eingabe. Dass sie sich in einem bedeutungsvollen , kontrollierten Aspekt von dem ursprünglichen Text unterscheidet.	In dieser Arbeit definieren wir ein kontrafaktisches Szenario als eine Störung der Eingabe. Dass sich die Eingabedatei in einer sinnvollen und kontrollierten Weise von dem ursprünglichen Text unterscheidet.	In dieser Arbeit definieren wir einen Kontrafakt als eine Störung des Eingangs textes, die sich in einer sinnvollen und kontrollierten Weise vom ursprünglichen Text unterscheidet.	93.651	94.709	90.476	1.058	-3.175	25	28	25	23	6	counterfactual->kontrafaktisch; input->Eingabe; task->Aufgabe; tasks->Aufgaben; text->Text; texts->Text	counterfactual->kontrafaktisch; text->Text	counterfactual->kontrafaktisch; text->Text		counterfactual->kontrafaktisch; text->Text			4
368	2022.acl-long.117	NA	25.175	28.962	3.787	And allows us to reason about the changes in the outcome or the task label.	Damit können wir über die Änderungen des Ergebnisses oder des Labels der Aufgabe schlussfolgern.	Und uns erlaubt, über die Veränderungen im Ergebnis oder dem Task-Label nachzudenken. Zum Beispiel	Und es ermöglicht uns, über die Veränderungen im Ergebnis oder dem Aufgabenlabel nachzudenken. Zum Beispiel	Und ermöglicht uns, über die Veränderungen im Ergebnis oder dem Task-Label nachzudenken. Zum Beispiel	83.333	87.500	84.375	4.167	1.042	15	15	15	14	6	task->Aufgabe; tasks->Aufgaben; text->Text; texts->Text; word->Wort; words->Wörtern	task->Aufgabe		task->Aufgabe	task->Aufgabe			1
369	2022.acl-long.117	NA	29.285	36.977	7.692	For instance, changing the words fascinating to captivating or expected to mind-numbing changes the sentiment for this movie review.	Wenn man beispielsweise die Wörter „faszinierend“ zu „fesselnd“ oder „erwartet“ zu „todlangweilig“ ändert, ändert das die Stimmung der Filmrezension.	die Änderung des Wort es „fascinating“ in „captivating“. Oder die Änderung von „expected“ in „might “ ändert die Stimmung für diesen	die Änderung des Wortes „fascinating“ in „captivating“. Oder erwartet , dass eine Änderung der Stimmung bei diesem Filmbewertung zu	die Änderung des Wortes „fascinating“ in „captivating“. Oder erwartet , dass die Änderung des Stimmungswerts dieses Filmbewertungs es geringfügig	75.839	78.523	82.550	2.685	6.711	20	18	18	19	4	number->Reihe; sentiment->Stimmung; word->Wort; words->Wörtern	sentiment->Stimmung	sentiment->Stimmung		sentiment->Stimmung		word->Wort	2
